id,id_index,kode_provinsi,nama_provinsi,periode_update,klinik,kategori,jumlah,satuan,tahun
300,899300,35,JAWA TIMUR,2019-03,IKA,PEREMPUAN,592,PASIEN,2019
287,859287,35,JAWA TIMUR,2019-02,PARU,LAKI LAKI,400,PASIEN,2019
286,858286,35,JAWA TIMUR,2019-02,KULIT & KELAMIN,TOTAL,485,PASIEN,2019
286,857286,35,JAWA TIMUR,2019-02,KULIT & KELAMIN,PEREMPUAN,268,PASIEN,2019
286,856286,35,JAWA TIMUR,2019-02,KULIT & KELAMIN,LAKI LAKI,217,PASIEN,2019
285,855285,35,JAWA TIMUR,2019-02,DALAM,TOTAL,2412,PASIEN,2019
285,854285,35,JAWA TIMUR,2019-02,DALAM,PEREMPUAN,1294,PASIEN,2019
285,853285,35,JAWA TIMUR,2019-02,DALAM,LAKI LAKI,1118,PASIEN,2019
284,852284,35,JAWA TIMUR,2019-02,CARDIOLOGI,TOTAL,1028,PASIEN,2019
308,922308,35,JAWA TIMUR,2019-03,KULIT & KELAMIN,LAKI LAKI,216,PASIEN,2019
307,921307,35,JAWA TIMUR,2019-03,DALAM,TOTAL,2539,PASIEN,2019
307,920307,35,JAWA TIMUR,2019-03,DALAM,PEREMPUAN,1385,PASIEN,2019
307,919307,35,JAWA TIMUR,2019-03,DALAM,LAKI LAKI,1154,PASIEN,2019
306,918306,35,JAWA TIMUR,2019-03,CARDIOLOGI,TOTAL,851,PASIEN,2019
306,917306,35,JAWA TIMUR,2019-03,CARDIOLOGI,PEREMPUAN,471,PASIEN,2019
306,916306,35,JAWA TIMUR,2019-03,CARDIOLOGI,LAKI LAKI,380,PASIEN,2019
305,915305,35,JAWA TIMUR,2019-03,PSIKIATRI,TOTAL,395,PASIEN,2019
293,879293,35,JAWA TIMUR,2019-02,GENERAL CHECK UP,TOTAL,368,PASIEN,2019
293,878293,35,JAWA TIMUR,2019-02,GENERAL CHECK UP,PEREMPUAN,165,PASIEN,2019
293,877293,35,JAWA TIMUR,2019-02,GENERAL CHECK UP,LAKI LAKI,203,PASIEN,2019
291,873291,35,JAWA TIMUR,2019-02,VCT,TOTAL,1,PASIEN,2019
291,871291,35,JAWA TIMUR,2019-02,VCT,LAKI LAKI,1,PASIEN,2019
290,870290,35,JAWA TIMUR,2019-02,GERIATRI,TOTAL,19,PASIEN,2019
290,869290,35,JAWA TIMUR,2019-02,GERIATRI,PEREMPUAN,15,PASIEN,2019
290,868290,35,JAWA TIMUR,2019-02,GERIATRI,LAKI LAKI,4,PASIEN,2019
313,939313,35,JAWA TIMUR,2019-03,VCT,TOTAL,17,PASIEN,2019
313,938313,35,JAWA TIMUR,2019-03,VCT,PEREMPUAN,9,PASIEN,2019
313,937313,35,JAWA TIMUR,2019-03,VCT,LAKI LAKI,8,PASIEN,2019
312,936312,35,JAWA TIMUR,2019-03,GERIATRI,TOTAL,19,PASIEN,2019
312,935312,35,JAWA TIMUR,2019-03,GERIATRI,PEREMPUAN,9,PASIEN,2019
312,934312,35,JAWA TIMUR,2019-03,GERIATRI,LAKI LAKI,10,PASIEN,2019
311,933311,35,JAWA TIMUR,2019-03,NYERI PALIATIF,TOTAL,114,PASIEN,2019
311,932311,35,JAWA TIMUR,2019-03,NYERI PALIATIF,PEREMPUAN,50,PASIEN,2019
300,898300,35,JAWA TIMUR,2019-03,IKA,LAKI LAKI,762,PASIEN,2019
299,897299,35,JAWA TIMUR,2019-03,THT,TOTAL,1151,PASIEN,2019
299,896299,35,JAWA TIMUR,2019-03,THT,PEREMPUAN,558,PASIEN,2019
299,895299,35,JAWA TIMUR,2019-03,THT,LAKI LAKI,593,PASIEN,2019
298,894298,35,JAWA TIMUR,2019-03,MATA,TOTAL,1596,PASIEN,2019
298,893298,35,JAWA TIMUR,2019-03,MATA,PEREMPUAN,854,PASIEN,2019
298,892298,35,JAWA TIMUR,2019-03,MATA,LAKI LAKI,742,PASIEN,2019
297,891297,35,JAWA TIMUR,2019-03,BEDAH,TOTAL,2446,PASIEN,2019
320,958320,35,JAWA TIMUR,2019-04,MATA,LAKI LAKI,617,PASIEN,2019
319,957319,35,JAWA TIMUR,2019-04,BEDAH,TOTAL,2570,PASIEN,2019
319,956319,35,JAWA TIMUR,2019-04,BEDAH,PEREMPUAN,1243,PASIEN,2019
319,955319,35,JAWA TIMUR,2019-04,BEDAH,LAKI LAKI,1327,PASIEN,2019
318,954318,35,JAWA TIMUR,2019-03,KONSULTASI GIZI,TOTAL,216,PASIEN,2019
318,953318,35,JAWA TIMUR,2019-03,KONSULTASI GIZI,PEREMPUAN,135,PASIEN,2019
318,952318,35,JAWA TIMUR,2019-03,KONSULTASI GIZI,LAKI LAKI,81,PASIEN,2019
316,948316,35,JAWA TIMUR,2019-03,REHABILITASI MEDIK,TOTAL,806,PASIEN,2019
305,914305,35,JAWA TIMUR,2019-03,PSIKIATRI,PEREMPUAN,201,PASIEN,2019
305,913305,35,JAWA TIMUR,2019-03,PSIKIATRI,LAKI LAKI,194,PASIEN,2019
304,912304,35,JAWA TIMUR,2019-03,NEUROLOGI,TOTAL,854,PASIEN,2019
304,911304,35,JAWA TIMUR,2019-03,NEUROLOGI,PEREMPUAN,466,PASIEN,2019
304,910304,35,JAWA TIMUR,2019-03,NEUROLOGI,LAKI LAKI,388,PASIEN,2019
303,909303,35,JAWA TIMUR,2019-03,GIGI & MULUT,TOTAL,599,PASIEN,2019
303,908303,35,JAWA TIMUR,2019-03,GIGI & MULUT,PEREMPUAN,404,PASIEN,2019
303,907303,35,JAWA TIMUR,2019-03,GIGI & MULUT,LAKI LAKI,195,PASIEN,2019
325,974325,35,JAWA TIMUR,2019-04,GIGI & MULUT,PEREMPUAN,401,PASIEN,2019
325,973325,35,JAWA TIMUR,2019-04,GIGI & MULUT,LAKI LAKI,221,PASIEN,2019
324,972324,35,JAWA TIMUR,2019-04,OBG,TOTAL,1576,PASIEN,2019
324,971324,35,JAWA TIMUR,2019-04,OBG,PEREMPUAN,1572,PASIEN,2019
324,970324,35,JAWA TIMUR,2019-04,OBG,LAKI LAKI,4,PASIEN,2019
323,969323,35,JAWA TIMUR,2019-04,ONKOLOGI TERPADU,TOTAL,2301,PASIEN,2019
323,968323,35,JAWA TIMUR,2019-04,ONKOLOGI TERPADU,PEREMPUAN,1727,PASIEN,2019
323,967323,35,JAWA TIMUR,2019-04,ONKOLOGI TERPADU,LAKI LAKI,574,PASIEN,2019
311,931311,35,JAWA TIMUR,2019-03,NYERI PALIATIF,LAKI LAKI,64,PASIEN,2019
310,930310,35,JAWA TIMUR,2019-03,KOMPLEMENTER,TOTAL,5,PASIEN,2019
310,928310,35,JAWA TIMUR,2019-03,KOMPLEMENTER,LAKI LAKI,5,PASIEN,2019
309,927309,35,JAWA TIMUR,2019-03,PARU,TOTAL,780,PASIEN,2019
309,926309,35,JAWA TIMUR,2019-03,PARU,PEREMPUAN,348,PASIEN,2019
309,925309,35,JAWA TIMUR,2019-03,PARU,LAKI LAKI,432,PASIEN,2019
308,924308,35,JAWA TIMUR,2019-03,KULIT & KELAMIN,TOTAL,520,PASIEN,2019
308,923308,35,JAWA TIMUR,2019-03,KULIT & KELAMIN,PEREMPUAN,304,PASIEN,2019
330,990330,35,JAWA TIMUR,2019-04,KULIT & KELAMIN,TOTAL,556,PASIEN,2019
330,989330,35,JAWA TIMUR,2019-04,KULIT & KELAMIN,PEREMPUAN,356,PASIEN,2019
330,988330,35,JAWA TIMUR,2019-04,KULIT & KELAMIN,LAKI LAKI,200,PASIEN,2019
329,987329,35,JAWA TIMUR,2019-04,DALAM,TOTAL,2528,PASIEN,2019
329,986329,35,JAWA TIMUR,2019-04,DALAM,PEREMPUAN,1449,PASIEN,2019
329,985329,35,JAWA TIMUR,2019-04,DALAM,LAKI LAKI,1079,PASIEN,2019
328,984328,35,JAWA TIMUR,2019-04,CARDIOLOGI,TOTAL,779,PASIEN,2019
328,983328,35,JAWA TIMUR,2019-04,CARDIOLOGI,PEREMPUAN,496,PASIEN,2019
316,947316,35,JAWA TIMUR,2019-03,REHABILITASI MEDIK,PEREMPUAN,475,PASIEN,2019
316,946316,35,JAWA TIMUR,2019-03,REHABILITASI MEDIK,LAKI LAKI,331,PASIEN,2019
315,945315,35,JAWA TIMUR,2019-03,GENERAL CHECK UP,TOTAL,786,PASIEN,2019
315,944315,35,JAWA TIMUR,2019-03,GENERAL CHECK UP,PEREMPUAN,331,PASIEN,2019
315,943315,35,JAWA TIMUR,2019-03,GENERAL CHECK UP,LAKI LAKI,455,PASIEN,2019
314,942314,35,JAWA TIMUR,2019-03,PTRM,TOTAL,2,PASIEN,2019
314,941314,35,JAWA TIMUR,2019-03,PTRM,PEREMPUAN,1,PASIEN,2019
314,940314,35,JAWA TIMUR,2019-03,PTRM,LAKI LAKI,1,PASIEN,2019
337,1010337,35,JAWA TIMUR,2019-04,GENERAL CHECK UP,PEREMPUAN,195,PASIEN,2019
337,1009337,35,JAWA TIMUR,2019-04,GENERAL CHECK UP,LAKI LAKI,290,PASIEN,2019
335,1005335,35,JAWA TIMUR,2019-04,VCT,TOTAL,4,PASIEN,2019
335,1004335,35,JAWA TIMUR,2019-04,VCT,PEREMPUAN,1,PASIEN,2019
335,1003335,35,JAWA TIMUR,2019-04,VCT,LAKI LAKI,3,PASIEN,2019
334,1002334,35,JAWA TIMUR,2019-04,GERIATRI,TOTAL,15,PASIEN,2019
334,1001334,35,JAWA TIMUR,2019-04,GERIATRI,PEREMPUAN,11,PASIEN,2019
334,1000334,35,JAWA TIMUR,2019-04,GERIATRI,LAKI LAKI,4,PASIEN,2019
322,966322,35,JAWA TIMUR,2019-04,IKA,TOTAL,1402,PASIEN,2019
322,965322,35,JAWA TIMUR,2019-04,IKA,PEREMPUAN,770,PASIEN,2019
322,964322,35,JAWA TIMUR,2019-04,IKA,LAKI LAKI,632,PASIEN,2019
321,963321,35,JAWA TIMUR,2019-04,THT,TOTAL,1114,PASIEN,2019
321,962321,35,JAWA TIMUR,2019-04,THT,PEREMPUAN,894,PASIEN,2019
321,961321,35,JAWA TIMUR,2019-04,THT,LAKI LAKI,220,PASIEN,2019
320,960320,35,JAWA TIMUR,2019-04,MATA,TOTAL,1479,PASIEN,2019
320,959320,35,JAWA TIMUR,2019-04,MATA,PEREMPUAN,862,PASIEN,2019
342,1026342,35,JAWA TIMUR,2019-05,MATA,TOTAL,1516,PASIEN,2019
342,1025342,35,JAWA TIMUR,2019-05,MATA,PEREMPUAN,759,PASIEN,2019
342,1024342,35,JAWA TIMUR,2019-05,MATA,LAKI LAKI,757,PASIEN,2019
341,1023341,35,JAWA TIMUR,2019-05,BEDAH,TOTAL,2561,PASIEN,2019
341,1022341,35,JAWA TIMUR,2019-05,BEDAH,PEREMPUAN,1110,PASIEN,2019
341,1021341,35,JAWA TIMUR,2019-05,BEDAH,LAKI LAKI,1451,PASIEN,2019
340,1020340,35,JAWA TIMUR,2019-04,KONSULTASI GIZI,TOTAL,187,PASIEN,2019
340,1019340,35,JAWA TIMUR,2019-04,KONSULTASI GIZI,PEREMPUAN,103,PASIEN,2019
328,982328,35,JAWA TIMUR,2019-04,CARDIOLOGI,LAKI LAKI,283,PASIEN,2019
327,981327,35,JAWA TIMUR,2019-04,PSIKIATRI,TOTAL,424,PASIEN,2019
327,980327,35,JAWA TIMUR,2019-04,PSIKIATRI,PEREMPUAN,219,PASIEN,2019
327,979327,35,JAWA TIMUR,2019-04,PSIKIATRI,LAKI LAKI,205,PASIEN,2019
326,978326,35,JAWA TIMUR,2019-04,NEUROLOGI,TOTAL,912,PASIEN,2019
326,977326,35,JAWA TIMUR,2019-04,NEUROLOGI,PEREMPUAN,620,PASIEN,2019
326,976326,35,JAWA TIMUR,2019-04,NEUROLOGI,LAKI LAKI,292,PASIEN,2019
325,975325,35,JAWA TIMUR,2019-04,GIGI & MULUT,TOTAL,622,PASIEN,2019
348,1042348,35,JAWA TIMUR,2019-05,NEUROLOGI,LAKI LAKI,390,PASIEN,2019
347,1041347,35,JAWA TIMUR,2019-05,GIGI & MULUT,TOTAL,642,PASIEN,2019
347,1040347,35,JAWA TIMUR,2019-05,GIGI & MULUT,PEREMPUAN,431,PASIEN,2019
347,1039347,35,JAWA TIMUR,2019-05,GIGI & MULUT,LAKI LAKI,211,PASIEN,2019
346,1038346,35,JAWA TIMUR,2019-05,OBG,TOTAL,1484,PASIEN,2019
346,1037346,35,JAWA TIMUR,2019-05,OBG,PEREMPUAN,1479,PASIEN,2019
346,1036346,35,JAWA TIMUR,2019-05,OBG,LAKI LAKI,5,PASIEN,2019
345,1035345,35,JAWA TIMUR,2019-05,ONKOLOGI TERPADU,TOTAL,2560,PASIEN,2019
333,999333,35,JAWA TIMUR,2019-04,NYERI PALIATIF,TOTAL,92,PASIEN,2019
333,998333,35,JAWA TIMUR,2019-04,NYERI PALIATIF,PEREMPUAN,35,PASIEN,2019
333,997333,35,JAWA TIMUR,2019-04,NYERI PALIATIF,LAKI LAKI,57,PASIEN,2019
332,996332,35,JAWA TIMUR,2019-04,KOMPLEMENTER,TOTAL,10,PASIEN,2019
332,995332,35,JAWA TIMUR,2019-04,KOMPLEMENTER,PEREMPUAN,10,PASIEN,2019
331,993331,35,JAWA TIMUR,2019-04,PARU,TOTAL,802,PASIEN,2019
331,992331,35,JAWA TIMUR,2019-04,PARU,PEREMPUAN,416,PASIEN,2019
331,991331,35,JAWA TIMUR,2019-04,PARU,LAKI LAKI,386,PASIEN,2019
353,1058353,35,JAWA TIMUR,2019-05,PARU,PEREMPUAN,352,PASIEN,2019
353,1057353,35,JAWA TIMUR,2019-05,PARU,LAKI LAKI,457,PASIEN,2019
352,1056352,35,JAWA TIMUR,2019-05,KULIT & KELAMIN,TOTAL,573,PASIEN,2019
352,1055352,35,JAWA TIMUR,2019-05,KULIT & KELAMIN,PEREMPUAN,320,PASIEN,2019
352,1054352,35,JAWA TIMUR,2019-05,KULIT & KELAMIN,LAKI LAKI,253,PASIEN,2019
351,1053351,35,JAWA TIMUR,2019-05,DALAM,TOTAL,2756,PASIEN,2019
351,1052351,35,JAWA TIMUR,2019-05,DALAM,PEREMPUAN,1432,PASIEN,2019
351,1051351,35,JAWA TIMUR,2019-05,DALAM,LAKI LAKI,1324,PASIEN,2019
340,1018340,35,JAWA TIMUR,2019-04,KONSULTASI GIZI,LAKI LAKI,84,PASIEN,2019
339,1017339,35,JAWA TIMUR,2019-04,HEMODIALISA,TOTAL,4279,PASIEN,2019
339,1016339,35,JAWA TIMUR,2019-04,HEMODIALISA,PEREMPUAN,1930,PASIEN,2019
339,1015339,35,JAWA TIMUR,2019-04,HEMODIALISA,LAKI LAKI,2349,PASIEN,2019
338,1014338,35,JAWA TIMUR,2019-04,REHABILITASI MEDIK,TOTAL,907,PASIEN,2019
338,1013338,35,JAWA TIMUR,2019-04,REHABILITASI MEDIK,PEREMPUAN,528,PASIEN,2019
338,1012338,35,JAWA TIMUR,2019-04,REHABILITASI MEDIK,LAKI LAKI,379,PASIEN,2019
337,1011337,35,JAWA TIMUR,2019-04,GENERAL CHECK UP,TOTAL,485,PASIEN,2019
359,1077359,35,JAWA TIMUR,2019-05,GENERAL CHECK UP,TOTAL,437,PASIEN,2019
359,1076359,35,JAWA TIMUR,2019-05,GENERAL CHECK UP,PEREMPUAN,210,PASIEN,2019
359,1075359,35,JAWA TIMUR,2019-05,GENERAL CHECK UP,LAKI LAKI,227,PASIEN,2019
357,1071357,35,JAWA TIMUR,2019-05,VCT,TOTAL,5,PASIEN,2019
357,1070357,35,JAWA TIMUR,2019-05,VCT,PEREMPUAN,2,PASIEN,2019
357,1069357,35,JAWA TIMUR,2019-05,VCT,LAKI LAKI,3,PASIEN,2019
356,1068356,35,JAWA TIMUR,2019-05,GERIATRI,TOTAL,12,PASIEN,2019
356,1067356,35,JAWA TIMUR,2019-05,GERIATRI,PEREMPUAN,9,PASIEN,2019
345,1034345,35,JAWA TIMUR,2019-05,ONKOLOGI TERPADU,PEREMPUAN,1921,PASIEN,2019
345,1033345,35,JAWA TIMUR,2019-05,ONKOLOGI TERPADU,LAKI LAKI,639,PASIEN,2019
344,1032344,35,JAWA TIMUR,2019-05,IKA,TOTAL,1377,PASIEN,2019
344,1031344,35,JAWA TIMUR,2019-05,IKA,PEREMPUAN,638,PASIEN,2019
344,1030344,35,JAWA TIMUR,2019-05,IKA,LAKI LAKI,739,PASIEN,2019
343,1029343,35,JAWA TIMUR,2019-05,THT,TOTAL,1027,PASIEN,2019
343,1028343,35,JAWA TIMUR,2019-05,THT,PEREMPUAN,449,PASIEN,2019
343,1027343,35,JAWA TIMUR,2019-05,THT,LAKI LAKI,578,PASIEN,2019
365,1093365,35,JAWA TIMUR,2019-06,THT,LAKI LAKI,453,PASIEN,2019
364,1092364,35,JAWA TIMUR,2019-06,MATA,TOTAL,1136,PASIEN,2019
364,1091364,35,JAWA TIMUR,2019-06,MATA,PEREMPUAN,608,PASIEN,2019
364,1090364,35,JAWA TIMUR,2019-06,MATA,LAKI LAKI,528,PASIEN,2019
363,1089363,35,JAWA TIMUR,2019-06,BEDAH,TOTAL,1863,PASIEN,2019
363,1088363,35,JAWA TIMUR,2019-06,BEDAH,PEREMPUAN,758,PASIEN,2019
363,1087363,35,JAWA TIMUR,2019-06,BEDAH,LAKI LAKI,1105,PASIEN,2019
362,1086362,35,JAWA TIMUR,2019-05,KONSULTASI GIZI,TOTAL,165,PASIEN,2019
350,1050350,35,JAWA TIMUR,2019-05,CARDIOLOGI,TOTAL,798,PASIEN,2019
350,1049350,35,JAWA TIMUR,2019-05,CARDIOLOGI,PEREMPUAN,467,PASIEN,2019
350,1048350,35,JAWA TIMUR,2019-05,CARDIOLOGI,LAKI LAKI,331,PASIEN,2019
349,1047349,35,JAWA TIMUR,2019-05,PSIKIATRI,TOTAL,462,PASIEN,2019
349,1046349,35,JAWA TIMUR,2019-05,PSIKIATRI,PEREMPUAN,219,PASIEN,2019
349,1045349,35,JAWA TIMUR,2019-05,PSIKIATRI,LAKI LAKI,243,PASIEN,2019
348,1044348,35,JAWA TIMUR,2019-05,NEUROLOGI,TOTAL,941,PASIEN,2019
348,1043348,35,JAWA TIMUR,2019-05,NEUROLOGI,PEREMPUAN,551,PASIEN,2019
370,1109370,35,JAWA TIMUR,2019-06,NEUROLOGI,PEREMPUAN,358,PASIEN,2019
370,1108370,35,JAWA TIMUR,2019-06,NEUROLOGI,LAKI LAKI,284,PASIEN,2019
369,1107369,35,JAWA TIMUR,2019-06,GIGI & MULUT,TOTAL,416,PASIEN,2019
369,1106369,35,JAWA TIMUR,2019-06,GIGI & MULUT,PEREMPUAN,283,PASIEN,2019
369,1105369,35,JAWA TIMUR,2019-06,GIGI & MULUT,LAKI LAKI,133,PASIEN,2019
368,1104368,35,JAWA TIMUR,2019-06,OBG,TOTAL,1230,PASIEN,2019
368,1103368,35,JAWA TIMUR,2019-06,OBG,PEREMPUAN,1226,PASIEN,2019
368,1102368,35,JAWA TIMUR,2019-06,OBG,LAKI LAKI,4,PASIEN,2019
356,1066356,35,JAWA TIMUR,2019-05,GERIATRI,LAKI LAKI,3,PASIEN,2019
355,1065355,35,JAWA TIMUR,2019-05,NYERI PALIATIF,TOTAL,87,PASIEN,2019
355,1064355,35,JAWA TIMUR,2019-05,NYERI PALIATIF,PEREMPUAN,38,PASIEN,2019
355,1063355,35,JAWA TIMUR,2019-05,NYERI PALIATIF,LAKI LAKI,49,PASIEN,2019
354,1062354,35,JAWA TIMUR,2019-05,KOMPLEMENTER,TOTAL,13,PASIEN,2019
354,1061354,35,JAWA TIMUR,2019-05,KOMPLEMENTER,PEREMPUAN,9,PASIEN,2019
354,1060354,35,JAWA TIMUR,2019-05,KOMPLEMENTER,LAKI LAKI,4,PASIEN,2019
353,1059353,35,JAWA TIMUR,2019-05,PARU,TOTAL,809,PASIEN,2019
375,1125375,35,JAWA TIMUR,2019-06,PARU,TOTAL,581,PASIEN,2019
375,1124375,35,JAWA TIMUR,2019-06,PARU,PEREMPUAN,237,PASIEN,2019
375,1123375,35,JAWA TIMUR,2019-06,PARU,LAKI LAKI,344,PASIEN,2019
374,1122374,35,JAWA TIMUR,2019-06,KULIT & KELAMIN,TOTAL,425,PASIEN,2019
374,1121374,35,JAWA TIMUR,2019-06,KULIT & KELAMIN,PEREMPUAN,247,PASIEN,2019
374,1120374,35,JAWA TIMUR,2019-06,KULIT & KELAMIN,LAKI LAKI,178,PASIEN,2019
373,1119373,35,JAWA TIMUR,2019-06,DALAM,TOTAL,2122,PASIEN,2019
373,1118373,35,JAWA TIMUR,2019-06,DALAM,PEREMPUAN,1078,PASIEN,2019
362,1085362,35,JAWA TIMUR,2019-05,KONSULTASI GIZI,PEREMPUAN,132,PASIEN,2019
362,1084362,35,JAWA TIMUR,2019-05,KONSULTASI GIZI,LAKI LAKI,33,PASIEN,2019
361,1083361,35,JAWA TIMUR,2019-05,HEMODIALISA,TOTAL,4892,PASIEN,2019
361,1082361,35,JAWA TIMUR,2019-05,HEMODIALISA,PEREMPUAN,2220,PASIEN,2019
361,1081361,35,JAWA TIMUR,2019-05,HEMODIALISA,LAKI LAKI,2672,PASIEN,2019
360,1080360,35,JAWA TIMUR,2019-05,REHABILITASI MEDIK,TOTAL,1026,PASIEN,2019
360,1079360,35,JAWA TIMUR,2019-05,REHABILITASI MEDIK,PEREMPUAN,575,PASIEN,2019
360,1078360,35,JAWA TIMUR,2019-05,REHABILITASI MEDIK,LAKI LAKI,451,PASIEN,2019
382,1145382,35,JAWA TIMUR,2019-06,REHABILITASI MEDIK,PEREMPUAN,336,PASIEN,2019
382,1144382,35,JAWA TIMUR,2019-06,REHABILITASI MEDIK,LAKI LAKI,263,PASIEN,2019
381,1143381,35,JAWA TIMUR,2019-06,GENERAL CHECK UP,TOTAL,454,PASIEN,2019
381,1142381,35,JAWA TIMUR,2019-06,GENERAL CHECK UP,PEREMPUAN,239,PASIEN,2019
381,1141381,35,JAWA TIMUR,2019-06,GENERAL CHECK UP,LAKI LAKI,215,PASIEN,2019
379,1137379,35,JAWA TIMUR,2019-06,VCT,TOTAL,1,PASIEN,2019
379,1135379,35,JAWA TIMUR,2019-06,VCT,LAKI LAKI,1,PASIEN,2019
378,1134378,35,JAWA TIMUR,2019-06,GERIATRI,TOTAL,14,PASIEN,2019
367,1101367,35,JAWA TIMUR,2019-06,ONKOLOGI TERPADU,TOTAL,1844,PASIEN,2019
367,1100367,35,JAWA TIMUR,2019-06,ONKOLOGI TERPADU,PEREMPUAN,1394,PASIEN,2019
367,1099367,35,JAWA TIMUR,2019-06,ONKOLOGI TERPADU,LAKI LAKI,450,PASIEN,2019
366,1098366,35,JAWA TIMUR,2019-06,IKA,TOTAL,1135,PASIEN,2019
366,1097366,35,JAWA TIMUR,2019-06,IKA,PEREMPUAN,525,PASIEN,2019
366,1096366,35,JAWA TIMUR,2019-06,IKA,LAKI LAKI,610,PASIEN,2019
365,1095365,35,JAWA TIMUR,2019-06,THT,TOTAL,771,PASIEN,2019
365,1094365,35,JAWA TIMUR,2019-06,THT,PEREMPUAN,318,PASIEN,2019
387,1161387,35,JAWA TIMUR,2019-07,THT,TOTAL,1286,PASIEN,2019
387,1160387,35,JAWA TIMUR,2019-07,THT,PEREMPUAN,502,PASIEN,2019
387,1159387,35,JAWA TIMUR,2019-07,THT,LAKI LAKI,784,PASIEN,2019
386,1158386,35,JAWA TIMUR,2019-07,MATA,TOTAL,1964,PASIEN,2019
386,1157386,35,JAWA TIMUR,2019-07,MATA,PEREMPUAN,1047,PASIEN,2019
386,1156386,35,JAWA TIMUR,2019-07,MATA,LAKI LAKI,917,PASIEN,2019
385,1155385,35,JAWA TIMUR,2019-07,BEDAH,TOTAL,3155,PASIEN,2019
385,1154385,35,JAWA TIMUR,2019-07,BEDAH,PEREMPUAN,1341,PASIEN,2019
373,1117373,35,JAWA TIMUR,2019-06,DALAM,LAKI LAKI,1044,PASIEN,2019
372,1116372,35,JAWA TIMUR,2019-06,CARDIOLOGI,TOTAL,688,PASIEN,2019
372,1115372,35,JAWA TIMUR,2019-06,CARDIOLOGI,PEREMPUAN,396,PASIEN,2019
372,1114372,35,JAWA TIMUR,2019-06,CARDIOLOGI,LAKI LAKI,292,PASIEN,2019
371,1113371,35,JAWA TIMUR,2019-06,PSIKIATRI,TOTAL,321,PASIEN,2019
371,1112371,35,JAWA TIMUR,2019-06,PSIKIATRI,PEREMPUAN,153,PASIEN,2019
371,1111371,35,JAWA TIMUR,2019-06,PSIKIATRI,LAKI LAKI,168,PASIEN,2019
370,1110370,35,JAWA TIMUR,2019-06,NEUROLOGI,TOTAL,642,PASIEN,2019
393,1177393,35,JAWA TIMUR,2019-07,PSIKIATRI,LAKI LAKI,214,PASIEN,2019
392,1176392,35,JAWA TIMUR,2019-07,NEUROLOGI,TOTAL,1070,PASIEN,2019
392,1175392,35,JAWA TIMUR,2019-07,NEUROLOGI,PEREMPUAN,610,PASIEN,2019
392,1174392,35,JAWA TIMUR,2019-07,NEUROLOGI,LAKI LAKI,460,PASIEN,2019
391,1173391,35,JAWA TIMUR,2019-07,GIGI & MULUT,TOTAL,812,PASIEN,2019
391,1172391,35,JAWA TIMUR,2019-07,GIGI & MULUT,PEREMPUAN,490,PASIEN,2019
391,1171391,35,JAWA TIMUR,2019-07,GIGI & MULUT,LAKI LAKI,322,PASIEN,2019
390,1170390,35,JAWA TIMUR,2019-07,OBG,TOTAL,1970,PASIEN,2019
378,1133378,35,JAWA TIMUR,2019-06,GERIATRI,PEREMPUAN,9,PASIEN,2019
378,1132378,35,JAWA TIMUR,2019-06,GERIATRI,LAKI LAKI,5,PASIEN,2019
377,1131377,35,JAWA TIMUR,2019-06,NYERI PALIATIF,TOTAL,74,PASIEN,2019
377,1130377,35,JAWA TIMUR,2019-06,NYERI PALIATIF,PEREMPUAN,27,PASIEN,2019
377,1129377,35,JAWA TIMUR,2019-06,NYERI PALIATIF,LAKI LAKI,47,PASIEN,2019
376,1128376,35,JAWA TIMUR,2019-06,KOMPLEMENTER,TOTAL,16,PASIEN,2019
376,1127376,35,JAWA TIMUR,2019-06,KOMPLEMENTER,PEREMPUAN,15,PASIEN,2019
376,1126376,35,JAWA TIMUR,2019-06,KOMPLEMENTER,LAKI LAKI,1,PASIEN,2019
398,1193398,35,JAWA TIMUR,2019-07,KOMPLEMENTER,PEREMPUAN,36,PASIEN,2019
398,1192398,35,JAWA TIMUR,2019-07,KOMPLEMENTER,LAKI LAKI,4,PASIEN,2019
397,1191397,35,JAWA TIMUR,2019-07,PARU,TOTAL,839,PASIEN,2019
397,1190397,35,JAWA TIMUR,2019-07,PARU,PEREMPUAN,366,PASIEN,2019
397,1189397,35,JAWA TIMUR,2019-07,PARU,LAKI LAKI,473,PASIEN,2019
396,1188396,35,JAWA TIMUR,2019-07,KULIT & KELAMIN,TOTAL,635,PASIEN,2019
396,1187396,35,JAWA TIMUR,2019-07,KULIT & KELAMIN,PEREMPUAN,355,PASIEN,2019
396,1186396,35,JAWA TIMUR,2019-07,KULIT & KELAMIN,LAKI LAKI,280,PASIEN,2019
385,1153385,35,JAWA TIMUR,2019-07,BEDAH,LAKI LAKI,1814,PASIEN,2019
384,1152384,35,JAWA TIMUR,2019-06,KONSULTASI GIZI,TOTAL,144,PASIEN,2019
384,1151384,35,JAWA TIMUR,2019-06,KONSULTASI GIZI,PEREMPUAN,69,PASIEN,2019
384,1150384,35,JAWA TIMUR,2019-06,KONSULTASI GIZI,LAKI LAKI,75,PASIEN,2019
383,1149383,35,JAWA TIMUR,2019-06,HEMODIALISA,TOTAL,3894,PASIEN,2019
383,1148383,35,JAWA TIMUR,2019-06,HEMODIALISA,PEREMPUAN,1796,PASIEN,2019
